consecutive_losses,balance_ratio,avg_bet_size,churn
5,1.29,38.47,0
2,0.21,48.08,1
9,1.17,1.34,0
1,0.29,72.17,0
1,0.14,77.76,1
4,1.37,2.77,0
9,1.29,20.69,0
10,0.13,83.85,1
8,0.57,53.8,1
3,1.06,40.35,0
1,0.8,7.81,0
5,1.54,64.82,0
0,0.71,4.73,0
8,1.2,77.19,0
10,1.46,1.63,0
6,0.68,60.77,1
4,0.49,76.87,1
4,1.2,3.57,0
1,1.22,34.89,0
6,1.77,40.82,0
5,0.82,61.65,0
7,0.11,20.01,1
4,1.59,69.67,0
3,1.29,12.14,0
8,0.48,74.9,1
4,1.71,18.42,0
6,1.63,35.71,0
7,0.21,46.13,1
3,1.44,44.41,0
5,1.57,1.38,0
1,1.11,54.74,0
0,0.78,12.86,0
1,0.44,16.69,1
10,0.94,56.42,1
5,0.55,15.41,1
7,1.1,39.87,0
8,0.2,61.78,1
9,1.64,29.15,0
2,2.0,34.66,0
0,0.46,35.97,1
10,0.25,69.56,1
0,1.92,45.2,0
4,0.22,47.74,1
8,1.37,43.22,0
6,0.79,63.63,0
2,1.28,30.27,0
8,1.59,54.44,0
9,0.6,11.44,1
10,0.79,41.28,1
10,1.93,92.18,0
6,1.92,25.78,0
4,0.81,40.41,0
8,0.92,86.8,0
2,1.56,47.98,0
2,0.27,25.38,1
7,1.02,60.12,1
1,0.33,9.27,1
10,1.86,75.16,0
8,0.49,40.28,1
9,0.79,25.77,1
1,1.26,77.55,0
0,1.21,51.98,0
10,0.93,4.51,1
1,1.49,70.23,0
5,0.21,63.58,1
6,1.2,8.32,0
3,1.01,28.15,0
2,1.04,95.29,0
5,1.13,34.96,0
4,0.5,60.12,0
3,1.62,57.76,0
6,1.95,37.06,0
2,0.3,19.68,0
6,0.98,36.81,0
9,0.93,14.8,1
6,1.9,89.6,0
6,0.15,4.28,1
8,1.58,83.12,0
8,0.91,84.17,1
0,0.88,75.15,0
9,0.93,67.06,1
6,1.13,14.48,0
10,0.55,46.39,1
3,0.44,81.22,0
0,1.77,67.44,0
1,0.4,88.1,1
3,0.3,77.51,1
10,0.52,16.38,1
6,1.62,12.31,0
10,0.48,93.95,1
1,1.39,52.05,0
3,0.61,82.66,0
9,1.89,52.36,0
9,0.44,6.32,1
4,0.53,31.81,1
0,0.77,55.94,0
2,1.32,24.14,0
5,1.32,21.72,0
0,0.74,13.78,0
2,1.75,45.39,0
9,0.87,45.05,1
0,1.84,92.42,0
2,0.28,15.58,1
9,1.86,81.72,0
4,1.69,53.78,0
2,1.49,35.39,0
0,1.52,93.45,0
0,0.48,95.65,0
9,1.87,36.63,0
5,0.36,66.81,1
6,0.31,71.67,1
3,1.79,25.2,0
4,0.59,50.33,0
2,1.42,5.96,0
8,1.69,18.12,0
3,0.88,84.81,0
7,0.43,87.25,1
7,0.24,2.97,1
6,1.18,79.17,0
5,1.88,72.89,0
3,0.79,74.12,0
8,1.04,80.5,0
7,1.05,83.22,0
3,1.69,22.93,0
5,1.08,74.45,0
0,1.01,13.37,0
1,1.28,11.1,0
8,1.87,30.33,0
5,1.38,2.84,0
8,0.17,98.85,1
8,1.73,57.61,0
9,1.39,86.48,0
10,0.49,99.17,1
0,0.82,15.52,0
1,0.22,51.2,0
10,0.69,10.73,1
10,0.52,35.52,1
2,0.27,14.2,1
9,0.76,12.26,0
0,1.89,10.49,0
8,0.42,53.48,1
9,1.3,58.17,1
0,1.66,89.75,0
7,1.57,43.36,0
1,0.25,75.0,1
6,0.45,43.22,0
5,0.43,72.55,1
5,1.76,86.79,0
8,0.32,52.01,1
0,0.33,49.45,0
10,1.91,39.7,0
3,0.38,86.14,0
8,0.78,44.69,1
7,0.98,15.65,0
1,1.88,74.91,0
0,0.72,62.66,0
8,0.7,24.41,1
9,0.23,21.64,1
10,0.2,87.04,1
3,1.7,62.36,0
10,1.41,56.51,0
9,1.68,10.63,0
9,0.75,67.3,1
4,1.12,27.92,0
7,1.57,4.63,0
10,0.79,1.88,0
5,1.2,63.58,0
2,1.38,52.7,0
7,1.95,3.31,0
10,1.98,98.93,0
6,1.77,44.66,0
7,1.16,24.7,0
10,0.31,86.05,1
5,1.2,34.56,0
9,1.52,98.37,0
2,1.55,75.46,0
4,0.57,42.52,1
10,0.24,87.53,1
0,1.16,9.2,0
5,1.53,48.41,0
8,1.16,44.74,0
9,0.66,53.36,1
10,1.51,42.91,0
8,0.34,74.13,1
6,0.78,21.93,1
3,1.62,38.51,0
1,1.8,97.21,0
2,1.29,53.12,0
7,0.17,70.23,1
6,1.79,99.17,0
9,0.2,76.37,1
3,1.31,33.06,0
4,0.64,47.11,1
8,1.58,91.35,0
4,1.68,44.0,0
9,1.19,43.18,0
7,1.4,91.98,0
1,1.91,49.12,0
5,1.9,30.1,0
0,0.57,57.45,1
4,1.07,94.17,0
7,0.42,30.31,1
7,0.76,85.0,0
1,0.11,73.16,1
3,1.3,71.1,0
4,0.26,58.11,1
7,0.23,56.02,1
6,1.11,5.26,0
8,0.43,94.4,1
10,1.72,59.0,0
1,0.61,3.14,1
8,1.53,16.79,0
6,0.55,6.77,0
9,1.93,84.47,0
9,0.34,60.52,1
3,0.47,20.87,0
9,0.48,43.06,1
8,1.15,91.57,1
10,2.0,74.61,0
9,0.35,66.64,1
1,0.56,5.49,1
9,1.73,72.41,0
5,1.9,12.17,0
8,0.37,53.54,1
10,0.3,85.58,1
2,0.4,29.37,1
7,1.04,87.56,0
0,0.96,62.49,0
8,0.73,79.66,1
7,1.64,54.7,0
2,1.96,16.31,0
3,0.87,81.65,1
5,0.16,89.27,1
0,1.2,47.29,0
8,1.72,59.23,0
7,0.33,27.42,1
0,1.74,97.45,0
1,1.3,51.65,0
5,1.65,18.3,0
5,0.72,44.3,0
10,1.04,2.06,1
3,1.89,11.12,0
2,1.41,90.84,0
9,0.34,81.3,1
10,1.54,84.16,0
8,0.66,10.38,1
5,0.76,30.69,0
2,1.05,92.67,0
0,1.46,68.62,0
2,0.65,54.66,1
3,1.89,59.47,0
2,0.93,62.73,0
9,0.3,57.07,1
7,1.33,94.92,0
2,0.15,67.83,1
5,0.33,40.34,1
3,0.11,20.39,1
6,0.37,6.58,1
2,0.2,77.02,1
0,0.18,62.34,0
0,0.29,96.29,0
6,1.4,24.68,0
9,0.83,63.95,1
7,0.44,64.96,1
4,0.79,49.34,1
4,0.2,57.53,1
2,0.68,51.15,0
3,0.99,95.55,0
10,1.6,16.85,0
2,0.12,91.16,1
6,0.83,82.86,1
10,1.77,85.3,0
2,1.58,25.59,0
4,1.99,11.45,0
6,1.42,13.14,0
8,1.82,87.49,0
7,1.74,39.79,0
6,0.69,63.79,1
3,0.85,12.76,0
2,0.49,72.32,1
4,0.9,25.81,0
4,1.55,98.64,0
8,0.58,57.66,1
3,0.19,1.95,1
6,1.86,94.29,0
8,0.85,32.91,1
2,0.59,41.83,0
2,0.21,93.39,1
10,0.2,74.83,1
6,1.47,55.53,0
0,0.99,85.95,0
3,0.29,16.68,1
1,0.42,85.64,0
4,1.26,77.69,0
8,2.0,13.7,0
5,0.6,93.64,1
3,0.18,84.99,1
2,1.22,98.28,0
0,1.59,83.56,0
8,1.36,87.32,0
7,1.05,95.34,0
7,1.91,49.62,0
7,0.4,8.76,1
9,0.48,90.12,1
9,0.3,38.29,1
8,1.53,7.73,0
6,1.42,7.8,0
7,1.76,62.2,0
0,0.26,53.98,1
0,1.13,53.91,0
3,1.96,3.91,0
9,0.45,96.33,1
10,0.45,95.19,1
7,0.14,48.47,1
2,1.85,12.5,0
9,0.23,68.88,1
5,0.89,2.76,0
1,1.15,14.81,0
3,1.48,36.21,0
7,0.85,12.14,1
7,0.99,36.77,0
8,0.82,13.06,1
3,0.87,76.12,0
2,1.13,73.69,0
3,1.35,9.44,0
2,0.42,71.21,0
3,1.88,20.83,0
9,1.95,43.03,0
6,1.65,11.79,0
1,0.6,34.83,0
10,0.38,35.78,1
7,0.62,29.86,0
2,1.1,8.73,0
5,0.6,80.73,0
9,1.47,31.88,0
5,0.36,46.17,0
10,0.27,30.24,1
9,1.6,78.85,0
6,1.1,71.05,0
4,1.56,67.3,0
3,1.45,3.73,0
9,1.57,85.91,0
9,1.42,35.54,0
10,1.36,97.88,0
1,0.94,24.4,0
5,1.19,31.9,0
